Tiêu đề,Số phòng,Vị trí ,Giá,Giá / Diện tích,Diện tích,Loại hình
Bán nhà mới đẹp đầy đủ nội thất Hoàng Quốc Việt,2,Quận Ninh Kiều,"2,35 ",39,60,nhà ở
bán nhà mới full nội thất Đường số 7 khu văn hóa tây Đô,4,Quận Cái Răng ,"4,95 ",76,65,nhà ở
"Bán Nhà Mới Hoàn Công 4,2m x 15m 3 Giá : 2ty390 Hẻm 2 Bùi Hữu Nghĩa",3,Quận Bình Thủy ,"2,39 ",38,63,nhà ở
BÁN NHÀ MỚI KDC ĐH Y DƯỢC,4,Quận Ninh Kiều,"6,35 ",88,72,nhà ở
BÁN NHÀ MỚI KHU TRUNG TÂM VĂN HOÁ TÂY ĐÔ 2 NT ĐẦY ĐỦ,2,Quận Cái Răng ,"3,5 ",54,65,nhà ở
bán nhà mới nhà cấp 4 oto đậu được trước nhà giá dưới 3 ,2,Quận Ninh Kiều,"2,7 ",30,90,nhà ở
Bán nhà mới trệt lầu cách hồ bún xáng 30m,2,Quận Ninh Kiều,"3,499",54,65,nhà ở
BÁN NHÀ MỚI TRỆT LẦU HẺM 124 PHẠM NGŨ LÃO 2 TẶNG NT,2,Quận Ninh Kiều,"2,69 ",56,48,nhà ở
"bán nhà mới trệt lầu khu phú an, cái răng, 3 phòng ngủ",3,Quận Cái Răng ,"3,75 ",42,90,nhà ở
Bán nhà mới xây dựng ở ngay trung tâm thành phố giá dưới 5 ,5,Quận Ninh Kiều,"4,8 ",92,52,nhà ở
BÁN NHÀ MỚI XÂY GẦN KDC NAM LONG,2,Quận Cái Răng ,"0,99",14,70,nhà ở
bán nha moi xay hem 567 hồ búng xáng,2,Quận Ninh Kiều,"2,29 ",72,32,nhà ở
bán nhà mới xây hẽm nhánh trần nam phú,3,Quận Ninh Kiều,"2,9 ",50,59,nhà ở
Bán nhà mới xây hoàn thiện gần trường đại học y dược giá dưới 3 ,3,Quận Ninh Kiều,"2,9 ",50,58,nhà ở
Bán nhà mới xây hoàn thiện lộ 4m phường an hòa giá dưới 2 ,2,Quận Ninh Kiều,"1,95 ",39,50,nhà ở
Bán nhà mới xây nhà gần trường đại học y dược giá dưới 3 ,3,Quận Ninh Kiều,"2,8 ",41,68,nhà ở
BÁN NHÀ MỚI XÂY TRỆT LẦU HẺM 124 PHẠM NGŨ LÃO,2,Quận Ninh Kiều,"2,69 ",56,48,nhà ở
BÁN NHÀ MỚl THUỘC GIAI XUÂN PHONG ĐIỀN GẦN DINH THỰ Lang Truyền,3,Huyện Phong Điền ,"1,25 ","3,8 ",330,nhà ở
"Bán nhà MT đường Trần Hoàng Na , phường Hưng Lợi . Ngang 12m",3,Quận Ninh Kiều,13,134,97,nhà ở
BÁN NHÀ NAM LONG CẦN THƠ GIÁ VỐN MỚI 100%,4,Quận Cái Răng ,"5,999",75,80,nhà ở
Bán nhà ngang 8m trung tâm hẻm đường nguyễn việt hồng giá dưới 10 tỉ,2,Quận Ninh Kiều,8,50,160,nhà ở
Bán nhà ngay chợ cái chanh quận cái răng bán giá dưới 2 ,3,Quận Cái Răng ,"1,75 ",39,45,nhà ở
"Bán nhà nghỉ 11 phòng mặt tiền đường Trần Vĩnh Kiết, Ninh Kiều",10,Quận Ninh Kiều,"6,5 ",81,80,nhà ở
"BÁN NHÀ NGHĨ GÓC 2 MẶT TIỀN KHU DÂN CƯ HỒNG PHÁT , CẦN THƠ",10,Quận Ninh Kiều,"14,9 ",97,153,nhà ở
Bán nhà nguyên căn có 6 phòng ngũ tại trung tâm Ninh Kiều Cần thơ,6,Quận Ninh Kiều,"1,9 ",40,47,nhà ở
BÁN NHÀ NINH KIỀU,1,Quận Ninh Kiều,"0,9",30,30,nhà ở
"Bán nhà nội đô thành phố cần thơ đầy đủ tiện ích giá dưới 2,5 ",3,Quận Ninh Kiều,"2,49 ",50,50,nhà ở
Bán Nhà Ở 80m2 Full Thổ Cư Gần Cầu Cái Răng 300m,2,Quận Cái Răng ,"2,49 ",31,80,nhà ở
Bán nhà Ơ Gần bến xe mới,2,Quận Cái Răng ,"1,39 ",14,100,nhà ở
Bán nhà ở trung tâm thành phố cần thơ gần bến ninh kiều,4,Quận Ninh Kiều,"3,15 ",75,42,nhà ở
"Bán nhà ở xã hội , Long Hòa , Bình Thủy , Cần Thơ 65m2/500 triệu",2,Quận Bình Thuỷ ,"0,5","7,7 ",65,chung cư / căn hộ
"Bán nhà ở xã hội Nam Long 2, Cái Răng, Cần Thơ. 2 1wc giá 600tr SHR.",2,Quận Cái Răng ,"0,6","9,5 ",63,chung cư / căn hộ
bán nhà phố 2 mặt tiền 1 trệt 3 lầu khu nam sông cần thơ,8,Quận Cái Răng ,"20,07 ",69,291,nhà ở
Bán nhà phố 3 tầng mới xây full nội thất - KDC Hồng Loan,4,Quận Cái Răng ,"5,55 ",69,80,nhà ở
BÁN NHÀ PHỐ 4 TẦNG (CÓ THÁNG) KDC CÔNG AN,4,Quận Cái Răng ,"7,2 ",80,90,nhà ở
Bán nhà phường an cư hẻm 4m,2,Quận Ninh Kiều,"1,95 ",48,41,nhà ở
"Bán Nhà Phường An Cư, Q.Ninh Kiều, Tp Cần Thơ. Nhà vừa sơn bê lại mới",1,Quận Ninh Kiều,"1,6 ",36,45,nhà ở
BÁN NHÀ RỘNG - MẶT TIỀN BÙI HỮU NGHĨA,5,Quận Bình Thuỷ ,"3,89 ",20,193,nhà ở
bán nhà rộng biệt thự mini,5,Quận Bình Thuỷ ,"2,4 ","7,1 ",340,nhà ở
BÁN NHÀ SÂN VƯỜN RỘNG 234m2 - TRỤC CHÍNH HẺM 56 LÊ ANH XUÂN - NINH KIE,4,Quận Ninh Kiều,"7,2 ",31,234,nhà ở
BÁN NHÀ THÔ 1 TRỆT 3 LẦU ĐƯỜNG A2 ( BÙI QUANG TRINH ) KDC PHÚ AN,6,Quận Cái Răng ,"5,7 ",57,100,nhà ở
Bán nhà thô hoàn thiện mặt tiền trục chính khu nam long 3 cần thơ,2,Quận Cái Răng ,"5,6 ",62,90,nhà ở
BÁN NHÀ TRỆT 2 ĐƯỜNG HUỲNH THỊ NỞ,2,Quận Cái Răng ,"2,2 ",11,201,nhà ở
BÁN NHÀ TRỆT 2 HẺM 387 AN KHÁNH,2,Quận Ninh Kiều,"2,9 ",32,90,nhà ở
BÁN NHÀ TRỆT 2 HẺM 387 NINH KIỀU,2,Quận Ninh Kiều,"2,9 ",32,90,nhà ở
BÁN NHÀ TRỆT 2 HẺM 387 NINH KIỀU KHÔNG NT,2,Quận Ninh Kiều,"2,9 ",32,90,nhà ở
"BÁN NHÀ TRỆT 2 LẦU - ĐƯỜNG A2, LỘ 30M KDC HƯNG PHÚ",5,Quận Cái Răng ,"7,1 ",99,72,nhà ở
BÁN NHÀ TRỆT 2 LẦU ĐƯỜNG D6 KDC HỒNG LOAN 6A,4,Quận Cái Răng ,"4,98 ",62,80,nhà ở
"Bán nhà trệt 2 lầu đường số 6 KDC TTVH Tây Đô, Cái Răng, Cần Thơ",5,Quận Cái Răng ,"5,4 ",60,90,nhà ở
BÁN NHA TRỆT 2 Lầu hem 115 cach mạng tháng 8,3,Quận Bình Thủy ,"3,33 ",70,48,nhà ở
BÁN NHÀ TRỆT 2 lầu hem 178 xô viêtd nghệ tĩnh,2,Quận Ninh Kiều,"1,92 ",52,37,nhà ở
BÁN NHÀ TRỆT 2 LẦU HẺM 278 TẦM VU - P.HƯNG LỢI - Q.NINH KIỀU - 2.4 ,3,Quận Ninh Kiều,"2,4 ",60,40,nhà ở
BAN NHA TRỆT 2 lầu hem 50’quang trung,5,Quận Ninh Kiều,"4,8 ",92,52,nhà ở
BÁN NHA TRỆT 2 LẦU KHU VĂN HOÁ TÂY ĐÔ,4,Quận Cái Răng ,"4,95 ",76,65,nhà ở
Bán nhà trệt 2 lầu mới rộng KDC 91B tiện ở,4,Quận Ninh Kiều,"5,6 ",72,78,nhà ở
BÁN NHÀ TRỆT 2 LẦU PHONG CÁCH HIỆN ĐẠI ( CÓ PHÒNG NGỦ TẦNG TRỆT ),5,Quận Cái Răng ,"5,55 ",69,80,nhà ở
Bán Nhà Trệt 3 Lầu Mặt Tiền Quốc Lộ 1A,4,Quận Cái Răng ,"9,5 ",95,100,nhà ở
BÁN NHÀ TRỆT GẦN CHỢ CÁI CHANH - SỔ HỒNG - GIÁ 1  150,1,Quận Cái Răng ,"1,15 ",21,54,nhà ở
BÁN NHÀ TRỆT HẺM 22 MẠC ĐỈNH CHI - GẦN CHỢ AN CƯ,2,Quận Ninh Kiều,"2,25 ",47,48,nhà ở
Bán Nhà Trệt Hiện Đại Hướng Đông Nam Đường Nguyễn Văn Cừ Phường An Hoa,2,Quận Ninh Kiều,"2,59 ",36,71,nhà ở
BÁN NHÀ TRỆT LẦU - ĐƯỜNG B5 - KDC HƯNG PHÚ 1 - GẦN SIÊU THỊ GO,3,Quận Cái Răng ,"3,9 ",58,68,nhà ở
BÁN NHÀ TRỆT LẦU - MẪU BIỆT THỰ MINI - SỔ HỒNG - KDC HOÀNG QUÂN,2,Quận Cái Răng ,"2,3 ",33,69,nhà ở
"BÁN NHÀ TRỆT LẦU - SỔ HỒNG LỘ NHỰA - GẦN TRƯỜNG CĐ FPT, ĐẠI HỌC TÂY ĐÔ",2,Quận Cái Răng ,"2,3 ",33,70,nhà ở
"Bán nhà trệt lầu , đường b4 kdc 91b",2,Quận Ninh Kiều,"4,2 ",66,64,nhà ở
Bán nhà trệt lầu 3 phòng ngủ ngay trung tâm Ninh Kiều dưới 2 ,3,Quận Ninh Kiều,"1,99 ",42,47,nhà ở
BÁN NHÀ TRỆT LẦU ĐẸP-NỞ HẬU DTSD 125 -NGAY TRUNG TÂM QUẬN NINH KIỀU,4,Quận Ninh Kiều,"3,45 ",47,74,nhà ở
"BÁN NHÀ TRỆT LẦU ĐƯỜNG B30 KHU DÂN CƯ 91B , GIÁ CHỈ 4,6 ",3,Quận Ninh Kiều,"4,6 ",57,81,nhà ở
BÁN NHÀ TRỆT LẦU FULL NỘI THẤT CÓ MƯƠNG HỞ BÊN HÔNG 2M ĐƯỜNG D3 KHU T,3,Quận Bình Thủy ,"3,899",61,64,nhà ở
Bán nhà trệt lầu góc 3 mặt tiền hẻm 6 Bùi Thị Xuân,1,Quận Ninh Kiều,"1,35 ",71,19,nhà ở
BÁN NHÀ TRỆT LẦU HẺM 115 CÁCH MẠNG THÁNG 8,2,Quận Bình Thủy ,"2,25 ",50,45,nhà ở
BAN NHA TRỆT LÂU HEM 124 mâu thân,2,Quận Ninh Kiều,"3,55 ",61,59,nhà ở
BÁN NHA TRỆT LẦU HEM 3 mậu thân phường xuân khánh,3,Quận Ninh Kiều,"3,15 ",53,60,nhà ở
Bán Nhà Trệt Lầu Hẽm 72B Đường Nguyễn Thị Minh Khai,2,Quận Ninh Kiều,"2,99 ",73,41,nhà ở
BÁN NHÀ TRỆT LẦU HẺM 876 HỒ BÚN XÁNG AN KHÁNH GIÁ 2  290,2,Quận Ninh Kiều,"2,29 ",72,32,nhà ở
BAN NHA TRỆT LÂU HEM 9 ĐƯỜNG TRẦN NAM PHÚ P AN KHÁNH,3,Quận Ninh Kiều,"2,82 ",52,54,nhà ở
Bán Nhà Trệt Lầu Hẽm Đường Võ Văn Kiệt ( DT 75M2 gia tot),3,Quận Ninh Kiều,"2,7 ",36,75,nhà ở
BÂN NHA TRỆT LÂU HEN 304 tầm vu hưng lợi ninh kiều cần thơ,3,Quận Ninh Kiều,"2,65 ",59,45,nhà ở
"Bán nhà trệt lầu kdc 586, Phú Thứ Cái Răng Cần Thơ",2,Quận Cái Răng ,"2,5 ",31,80,nhà ở
BÁN NHÀ TRỆT LẦU KDC VĂN HOÁ TÂY ĐÔ,2,Quận Cái Răng ,"3,5 ",54,65,nhà ở
BÁN NHA TRỆT LẦU KHU DÂN CƯ TIỂU dự án nhi đồng can thơ,3,Quận Bình Thủy ,"4,2 ",66,64,nhà ở
BÁN NHÀ TRỆT LẦU KHU DAN CUTHỚI NHỰT 1,2,Quận Ninh Kiều,"2,95 ",74,40,nhà ở
BÁN NHÀ TRỆT LẦU MẶT TIỀN  NGUYỄN THỊ MINH KHAI GIÁ 1  890,1,Quận Ninh Kiều,"1,89 ",90,21,nhà ở
BÁN NHÀ TRỆT LẦU MẶT TIỀN TẦM VU HƯNG LỢI NINH KIỀU GIÁ 3  7,2,Quận Ninh Kiều,"3,7 ",116,32,nhà ở
BÁN NHÀ TRỆT LẦU MỚI - ĐƯỜNG C6 KDC PHÚ AN - Gần Trường TH Phú Thứ,3,Quận Cái Răng ,"3,55 ",44,81,nhà ở
BAN NHÀ TRỆT LẦU MỚI B2 khu dân cư phú an phường phú thứ cái răng,3,Quận Cái Răng ,"3,79 ",42,90,nhà ở
BÁN NHÀ TRỆT LẦU MỚI HẺM 107/60 HOÀNG VĂN THỤ - GIÁ 2.48 ,3,Quận Ninh Kiều,"2,48 ",53,47,nhà ở
BÁN NHA TRỆT LẦU MỚI HẺM LIÊN TỔ 5-6 đường nguyễn văn linh,2,Quận Ninh Kiều,"2,5 ",50,50,nhà ở
Bán Nhà Trệt Lầu Ninh Kiều DT Lớn ( 90m2 Sân Đậu Ô Tô),3,Quận Ninh Kiều,"2,94 ",33,90,nhà ở
BÁN NHÀ TRỆT LẦU RẠCH ÔNG DỰA LONG TUYỀN BÌNH THỦY,2,Quận Bình Thủy ,"1,699",36,47,nhà ở
BAN NHA TRET Lầu rộng hẻm 78 đồng ngọc sứ,2,Quận Bình Thủy ,"3,5 ",24,148,nhà ở
BÁN NHÀ TRỆT LẦU THỔ CƯ HOÀN CÔNG GÓC 2MẶT TIỀN HẺM 77 PHẠM NGŨ LÃO,2,Quận Ninh Kiều,"2,59 ",60,43,nhà ở
BÁN NHÀ TRỆT LẦU THUẬN TIỆN Ở VÀ KINH DOANH,2,Quận Ninh Kiều,"2,59 ",78,33,nhà ở
Bán Nhà Trệt Lầu Trục Chính Hẻm 290 CMT8 Thông qua Hẻm 292 Gần Chợ An,2,Quận Bình Thuỷ ,"2,29 ",54,42,nhà ở
BÁN NHÀ TRỆT LẦU TRỤC CHÍNH HẺM 290 ĐƯỜNG CMT8,2,Quận Bình Thủy ,"2,29 ",54,42,nhà ở
"BÁN NHÀ TRỆT LẦU XÂY MỚI SAU KDC HÀNG BÀNG, P. AN KHÁNH, NINH KIỀU",2,Quận Ninh Kiều,"2,3 ",53,44,nhà ở
"Bán nhà trệt lầu, 3 phòng ngủ, kdc Phú an, cái răng, sổ hồng",3,Quận Cái Răng ,"2,8 ",44,63,nhà ở
BÁN NHÀ TRỆT LẦU-LỘ NHỰA-TRỤC CHÍNH-KDC HOÀNG QUÂN- TRƯƠNG VĨNH NGUYÊN,3,Quận Cái Răng ,"1,9 ",30,63,nhà ở
BÁN NHÀ TRỆT LỮNG (GẦN CÂY XĂNG SỐ 9) Đ.NGUYỄN VĂN LINH - P.LONG TUYỀN,2,Quận Bình Thuỷ ,"2,2 ",31,70,nhà ở
BÁN NHÀ TRỆT LỮNG 110M2 - THỔ CƯ -  TỈNH LỘ 925 GẦN CHỢ CÁI CHANH,2,Quận Cái Răng ,"1,25 ",16,80,nhà ở
Bán Nhà Trệt Lững DT 5 X 18 -Hẻm 49 Trần Hoàng Na,3,Quận Ninh Kiều,"2,15 ",24,90,nhà ở
BÁN NHÀ TRỆT LỬNG ĐÚC HẺM 7 BỜ KÈ ( ĐỐI DIỆN CHỢ BÀ BỘ ) - ĐƯỜNG NGUYỄ,2,Quận Bình Thủy ,"1,7 ",33,52,nhà ở
Bán Nhà Trệt Lững Full Nội Thất 278 Tầm Vu - 3,3,Quận Ninh Kiều,"2,45 ",47,52,nhà ở
BÁN NHÀ TRỆT LỬNG GẦN BỆNH VIỆN NHI ĐỒNG  GIÁ 1  720,2,Quận Bình Thủy ,"1,72 ",34,51,nhà ở
BÁN NHÀ TRỆT LỬNG GẦN SIÊU THỊ LOTTE AN HOÀ NINH KIỀU,2,Quận Ninh Kiều,"1,95 ",39,50,nhà ở
BÁN NHÀ TRỆT LỬNG MẶT TIỀN TRẦN VĂN HOÀI - P.XUÂN KHÁNH - Q.NINH KIỀU,3,Quận Ninh Kiều,17,145,118,nhà ở
"BÁN NHÀ TRỆT LỬNG MẶT TIỀN TRẦN VĂN HOÀI, P.XUÂN KHÁNH, Q.NINH KIỀU",3,Quận Ninh Kiều,"14,5 ",121,120,nhà ở
BÁN NHÀ TRỆT LỬNG VƯỜN MẬN GẦN DH FPT  BỆNH VIỆN NHI ĐỒNG,2,Quận Bình Thủy ,"1,99 ",29,68,nhà ở
"Bán Nhà trệt mặt tiền đường Đồng Văn Cống ,An Thới , Bình Thủy,Cần Thơ",2,Quận Bình Thủy ,"6,6 ",87,76,nhà ở
Bán nhà trệt mặt tiền hẻm 42 Trần Việt Châu - thuận tiện kinh doanh,1,Quận Ninh Kiều,"5,9 ",61,97,nhà ở
BÁN NHÀ TRỆT MỚI ĐẸP HẺM 11 SAU ĐA KHOA TW CẦN THƠ,2,Quận Ninh Kiều,"1,499",23,64,nhà ở
Bán Nhà trệt mới hoàn thiện 2 phòng ngủ trung tâm Cần Thơ,2,Quận Ninh Kiều,"1,68 ",38,44,nhà ở
BÁN NHÀ TRỆT MỚI LỘ OTO RẠCH CÁI CÁI SAO GẦN KDL ÔNG ĐỀ VÀ ĐƯỜNG NVC,2,Huyện Phong Điền ,"1,44 ",11,131,nhà ở
"BÁN NHÀ TRỆT, 2 LẦU ĐÚC SUỐT. KDC HỒNG PHÁT, NINH KIỀU",3,Quận Ninh Kiều,"5,3 ",59,90,nhà ở
"BÁN NHÀ TRỆT-LỬNG-LẦU DTSD 107,5 HẺM ÔTÔ Đ.CMT8, BÌNH THỦY, CẦN THƠ",2,Quận Bình Thủy ,"2,49 ",49,51,nhà ở
"BÁN NHÀ TRỌ 8PHÒNG P.AN KHÁNH, NINH KIỀU - GẦN ĐẠI HỌC Y DƯỢC CẦN THƠ",8,Quận Ninh Kiều,"4,35 ",29,149,nhà ở
Bán nhà trọ cao cấp có máy lạnh ngang bệnh viện nhi đồng giá dưới 4 ,4,Quận Bình Thủy ,"3,89 ",49,80,nhà ở
BÁN NHÀ TRỌ MỚI XÂY- 5 PHÒNG - CÓ HẺM HÔNG - KDC HỒNG LOAN _,5,Quận Cái Răng ,"3,5 ",41,85,nhà ở
Bán nhà trọ nhà mini house tại trung tâm quận ninh kiều cần thơ,8,Quận Ninh Kiều,4,35,114,nhà ở
"BÁN NHÀ TRỤC CHÍNH ĐƯỜNG A2 LỘ 30M KHU DÂN CƯ HƯNG PHÚ , CẦN THƠ",4,Quận Cái Răng ,"6,5 ",90,72,nhà ở
"Bán nhà trục chính hẻm 678 Hồ Bún Xáng, phường An Khánh, Ninh Kiều",3,Quận Ninh Kiều,"2,65 ",30,88,nhà ở
"Bán nhà trục chính hẻm đường 30/4 phường hưng lợi giá dưới 2,5 ",2,Quận Ninh Kiều,"2,25 ",56,40,nhà ở
BÁN NHÀ TRỤC CHÍNH KDC HOÀNG QUÂN GIÁ CHỈ 1Ty6,3,Quận Cái Răng ,"1,6 ",23,70,nhà ở
BÁN NHÀ TRUNG TÂM HẺM 28 MẬU THÂN 2 TẶNG NT,2,Quận Ninh Kiều,"2,69 ",57,48,nhà ở
Bán nhà TTTP Cần Thơ Ngay Công Viên Thích Hợp Các Em Bé Đi Học.Nhập HK,2,Quận Ninh Kiều,"1,9 ",34,57,nhà ở
Bán nhà và đất thổ cư đường Trần Hoàng Na p.Hưng Lợi hẻm ô tô 7 chỗ,2,Quận Ninh Kiều,"2,6 ",52,50,nhà ở
BÁN NHÀ VĂN HOÁ TÂY ĐÔ GẦN SIÊU THỊ GO,2,Quận Cái Răng ,"3,5 ",54,65,nhà ở
"BáN NHANH BIỆT THỰ GÓC HAI MẶT TIỀN, 2 LẦU - KDC NAM LONG",4,Quận Cái Răng ,"6,4 ",74,86,nhà ở
BÁN NHANH NHÀ TRỤC CHÍNH HẺM CMT8 GẦN CHỢ,2,Quận Bình Thủy ,"2,29 ",54,42,nhà ở
Bán nhiều Căn hộ Thiên Quân Marina tháp đôi 25 tầng,1,Quận Ninh Kiều ,"1,189",28,42,chung cư / căn hộ
Bán NOXH căn hộ chung cư An Phú 1  tặng nội thất,1,Quận Cái Răng ,"0,88",20,45,chung cư / căn hộ
Bán tòa nhà trệt lửng 4 lầu mặt tiền 3/2 gần Nguyễn Văn Linh 8 phòng,8,Quận Ninh Kiều,"19,5 ",217,90,nhà ở
bán. nhà đẹp hẻm 51 đường 3/2,3,Quận Ninh Kiều,"3,55 ",59,60,nhà ở
BIỆT THỰ 2 LẦU 8x19 NAM LONG HƯỚNG ĐÔNG NAM RẤT ĐẸP - 11  (TL),4,Quận Cái Răng ,11,72,152,nhà ở
BIỆT THỰ 3 TẦNG - KHU DÂN CƯ NAM LONG CẦN THƠ,5,Quận Cái Răng ,13,65,200,nhà ở
"BIỆT THỰ 330m Nam Long hướng Đông Nam lộ 24m, C.RĂNG - 19  (TL mạnh)",4,Quận Cái Răng ,19,58,330,nhà ở
BIỆT THỰ 700m2 đường  NGUYỄN HỮU TRÍ - CỒN KHƯƠNG - 27  (TL nhẹ),4,Quận Ninh Kiều,27,39,700,nhà ở
Biệt thự 9x20 KDC hồng phát hướng đông bắc ĐS9 gần Trần hoàng na,3,Quận Ninh Kiều,12,63,189,nhà ở
BIỆT THỰ CAO CẤP - KDC NAM LONG,4,Quận Cái Răng ,"10,99 ",72,152,nhà ở
BIỆT THỰ CAO CẤP 200m2 NAM LONG - CÁI RĂNG - 13  (Thương lượng),5,Quận Cái Răng ,13,65,200,nhà ở
BIỆT THỰ GÓC HƯNG PHÚ 180m2 ĐƯỜNG B13 GIÁ 17  (Thương lượng),5,Quận Cái Răng ,17,94,180,nhà ở
Biệt thự hướng đông nam 8x19 KDC Nam Long vị trí đẹp,4,Quận Cái Răng ,11,72,152,nhà ở
BIỆT THỰ KHU DÂN CƯ NAM LONG ( ĐỐI DIỆN SÂN TENNIS - HỒ BƠI),3,Quận Cái Răng ,"13,9 ",66,210,nhà ở
"Biệt Thự mini - Full Nội Thất CAO CẤP- KĐT Phú An, Cái Răng Giá 5ty2",3,Quận Cái Răng ,"5,2 ",58,90,nhà ở
Biệt thự mini Hưng Phú 1 ngay công viên 8x15 giá 5  690 triệu(có TL),3,Quận Cái Răng ,"5,69 ",47,120,nhà ở
Biệt thự mini trục chính Trần Phú 2 mặt tiền,6,Quận Ninh Kiều,"13,2 ",132,100,nhà ở
Biệt Thự Nam Long đường 2B Gần hồ cảnh quan mát mẻ,5,Quận Cái Răng ,13,65,200,nhà ở
"CAM KẾT CHO THUÊ 180TR/NĂM, CHIẾT KHẤU ĐẾN 19%",2,Quận Cái Răng ,"2,9 ",41,71,chung cư / căn hộ
CẦN BáN CĂN HỘ _Cần bán căn hộ chung cư Hưng Phú Lô A,2,Quận Cái Răng ,"1,45 ",21,70,chung cư / căn hộ
Cần bán căn hộ cao cấp mới xây,2,Quận Cái Răng,"1,79 ",26,70,chung cư / căn hộ
CẦN BÁN CĂN HỘ CAO CẤP NGAY TRUNG TÂM TPCT,2,Quận Cái Răng ,"2,35 ",34,70,chung cư / căn hộ
cần bán căn hộ hạng sang phân khúc cao cấp đầu tiên của tp. Cần Thơ,3,Quận Cái Răng,"4,3 ",50,86,chung cư / căn hộ
cần bán căn hộ penthouse 2+2WC tầng 7&8  mặt trước tòa nhà AN PHÚ.,2,Quận Cái Răng ,"1,188",18,68,chung cư / căn hộ
cần bán căn shophous tầng trệt 60m khối đế trong khu An Phú.,2,Quận Cái Răng ,"1,2 ",20,60,chung cư / căn hộ
"Cần Bán CC mậu thân C An hòa Ninh Kiều ( Sổ Hồng Riêng, Chính Chủ)",1,Quận Ninh Kiều ,"0,99",18,56,chung cư / căn hộ
CẦN BÁN GẤP - CAFE ACE HƯỞNG TRỌN,1,Quận Cái Răng ,"1,2 ",24,50,nhà ở
CẦN BÁN GẤP - NHÀ MỚI 3 TẦNG KHU DÂN CƯ VĂN HOÁ TÂY ĐÔ,4,Quận Cái Răng ,"5,8 ",64,90,nhà ở
CẦN BÁN GẤP CĂN HỘ MỚI CẦN THƠ,2,Quận Cái Răng ,"1,2 ",24,50,chung cư / căn hộ
Cần bán hoặc cho thuê nhà hẻm 50 trần hoàng na thông ra 216 30 tháng 4,2,Quận Ninh Kiều,3,21,146,nhà ở
Cần Bán Lại Căn Này Ở Khu Đô Thị Hưng Phú,2,Quận Cái Răng ,"1,181",24,50,chung cư / căn hộ
Cần bán lại gấp căn hộ gần siêu thị Go. LH ***,2,Quận Cái Răng ,"1,8 ",33,55,chung cư / căn hộ
cần ban nhà 1 trệt 1 lầu mặt tiền hẻm 54,2,Quận Ninh Kiều,"2,1 ",70,30,nhà ở
Cần bán nhà 78 met vuông 2 tầng diện tích sử dụng 114 mét vuông,3,Quận Ninh Kiều,3,38,78,nhà ở
"Cần bán nhà Cấp 4- 66,8m2 KV Thạnh Hòa,  Phú Thứ, Cái Răng, CT",2,Quận Cái Răng ,"0,89",13,67,nhà ở
"Cần bán nhà hẻm 3 đường Nguyễn Việt Dũng, Cái Răng",2,Quận Cái Răng ,"1,75 ",22,81,nhà ở
CẦN BÁN NHÀ NGHỈ 1 TRỆT 2 LẦU- CỒN KHƯƠNG,10,Quận Ninh Kiều,4,63,64,nhà ở
Cần bán nhà ở khu dân cư 923,2,Quận Ninh Kiều,"2,1 ",21,100,nhà ở
CẦN BÁN NHÀ TRỆT LỬNG HẺM LIÊN TỔ 3-4 NGUYỄN VĂN CỪ,2,Quận Ninh Kiều,"1,59 ",28,56,nhà ở
CẦN BÁN NHÀ TRỤC  CHÍNH HẺM 553 đường 30/4 hưng lợi ninh kiều,3,Quận Ninh Kiều,"4,25 ",71,60,nhà ở
Căn chung cư Nam Long lầu 6 - 38m2 - Giá 850tr đầy đủ nội thất,1,Quận Cái Răng ,"0,85",22,38,chung cư / căn hộ
CĂN HỘ 2 NINH KIỀU CẦN THƠ,2,Quận Ninh Kiều ,"0,27","4,7 ",58,chung cư / căn hộ
Căn hộ 2 toà tháp đôi đầu tiên tại ĐBSCL,10,Quận Cái Răng,"1,79 ","57,7",31,chung cư / căn hộ
CĂN HỘ 2 VIEW SÂN BAY CẦN THƠ,2,Quận Bình Thuỷ ,"1,32 ",26,51,chung cư / căn hộ
Căn Hộ 36m2 1 P.Hưng Thạnh. Q.Cái Răng Cần Thơ,2,Quận Cái Răng ,"2,4 ",34,70,chung cư / căn hộ
"Căn Hộ 53m2, 2  Cao Cấp Nhất Tại TP.Cần Thơ Trực Thuộc Trung Ương",2,Quận Cái Răng ,"2,45 ",46,53,chung cư / căn hộ
Căn Hộ 56m2 sổ hồng Hỗ Trợ Vay 700tr Chung cư Mậu Thân kế bên ST Lotte,2,Quận Ninh Kiều,"0,95",17,56,chung cư / căn hộ
"Căn hộ 70m2, nội thất cao cấp Châu Âu",2,Quận Cái Răng ,"1,8 ",26,70,chung cư / căn hộ
"Căn hộ 75,24m2 - 2 2WC - Cara River Park - Quận Cái Răng, TP Cần Thơ",2,Quận Cái Răng ,3,40,75,chung cư / căn hộ
"Căn Hộ 85,85m2 2 2WC nằm trong kdc Hưng Phú",3,Quận Cái Răng ,"0,95",11,86,chung cư / căn hộ
CĂN HỘ CẦN THƠ CAO CẤP VIEW CÔNG VIÊN HỒ BƠI,2,Quận Cái Răng ,"1,6 ",21,75,chung cư / căn hộ
CĂN HỘ CAO CẤP,2,Quận Cái Răng ,"2,4 ",35,69,chung cư / căn hộ
CĂN HỘ CAO CẤP 1  (GIÁ THẤP NHẤT THỊ TRƯỜNG),1,Quận Cái Răng ,"1,686",47,36,chung cư / căn hộ
