Tiêu đề,Số phòng ,Vị trí,Giá ,Giá / Diện tích,Diện tích,Loại hình
"Hạ 1.5  Gấp Bán Gần Lê Đại Hành Quận 11 , 60M2 Chỉ 6.x ",4,Quận Mười Một,"6,6 ",110,60,nhà ở
"HẠ 300TR Nhà 3 Tầng Hẻm Thông 5M Trải Nhựa, Đối Diện Siêu Thị Mega.",5,Quận Mười Hai,"4,3 ",64,68,nhà ở
"Hạ 500tr , Mặt Tiền Kinh Doanh 8M , Quận 11 Gần Đầm Sen , Chỉ 7.2 ",4,Quận Mười Một,"7,2 ",131,55,nhà ở
"Hạ giá 1  chỉ còn 6  - nhà 3 tầng 3,5x9m, Nguyễn Đình Chiểu,P4,Q.3",4,Quận Ba,"6,15 ",205,30,nhà ở
"Hạ giá 2  bán gấp nhà 5 tầng 6x10m2 -HXH Lê Văn Sỹ -giảm về 11,5 ",10,Quận Ba,"11,5 ",213,54,nhà ở
Hạ giá 5.2 Bao phí toà Garden Gate căn 2.2WC 75m2- HDMB,2,Quận Phú Nhuận,"5,2 ",69,75,chung cư / căn hộ
HẠ GIÁ cần bán gắp căn nhà đường lớn ở khu vực Bình Chánh,3,Huyện Bình Chánh,"0,735","8,2 ",89,nhà ở
HẠ GIÁ CẦN BÁN GẤP- ĐỊNH CƯ SỚM- NHÀ  HẺM  MỚI XÂY DỰNG HOÀN CÔNG 2020,10,Quận Năm,"9,999",152,66,nhà ở
HÀNG CĐT VINHOMES BASON CÒN XÓT VÀI CĂN HỘ KHẨU QUẬN 1,2,Quận Nhất,10,139,72,chung cư / căn hộ
Hàng Đầu Siêu Ghẽ Nhất Q4,2,Quận Tư,"3,6 ",78,46,nhà ở
Hàng hiếm 1 đời chủ hẻm 6m Nguyễn Đình chiểu Q3 Chỉ 6 ,2,Quận Ba,"6,5 ",172,38,nhà ở
"Hàng hiếm Quận Tân Phú giá tốt Đường Cầu Xéo , hẻm xe tải",4,Quận Tân Phú,"7,79 ",134,58,nhà ở
"Hàng Hiếm Xây CHDV, Hẻm 1 sẹc Nhiêu Tứ, 145m2, Giá 12.5 ",3,Quận Phú Nhuận,"12,5 ",85,147,nhà ở
Hàng hiếm! Căn 2x  mặt tiền Võ Văn Ngân kinh doanh sầm uất nhất TĐ,1,Thành Phố Thủ Đức,27,270,100,nhà ở
"HÀNG HOT TÂN QUY. MT ĐườngSố 25 dt 5x14m trệt 2 lầu,st ,4 Giá 9,9 ty",4,Quận Bảy,"9,9 ",141,70,nhà ở
"HÀNG HOT! BÁN CĂN HỘ GIÁ TỐT KHU AN NINH, CÓ NHÀ Ở NGAY!",1,Quận Tân Bình,"0,83",28,30,chung cư / căn hộ
"HÀNG MỚI VỀ NÓNG HỔI NẰM TẠI ĐƯỜNG VƯỜN CHUỐI - QUẬN 3, 40M2, SHR, HXH",4,Quận Ba,"3,02 ",76,40,nhà ở
"Hàng mới về: Bán nhà tuyệt đẹp đúc 1 trệt 1 lầu số Đường Số 2, P3, GV",2,Quận Gò Vấp,"4,35 ",124,35,nhà ở
HÀNG NGON Nhà Q5 6TẦNG CÓ DÒNG TIỀN 15TR/THÁNG,5,Quận Năm,5,185,27,nhà ở
Hàng Thơm bề ngang 5m8 rất hiếm mặt tiền kinh doanh buôn bán văn phòng,6,Quận Bình Tân,5,72,70,nhà ở
"Hẻm  ba gác Xô Viết Nghệ Tĩnh, Bình Thạnh - 25m² - 2, 2wc",2,Quận Bình Thạnh,"3,2 ",128,25,nhà ở
HẺM 1 SẸC THÔNG - GẦN MẶT TIỀN - ĐƯỜNG HỒNG BÀNG - PHƯỜNG 1 - QUẬN 11,3,Quận Mười Một,"3,99 ",97,41,nhà ở
"Hẻm 266 Tô Hiến Thành, p15, Quận 10, 5 x 22, giá 16.999 , 2 mặt hẻm",6,Quận Mười,17,153,111,nhà ở
"Hẻm 3m CXá Đô Thành Q3,dt 3,2x11m nhà 2 lầu xây 4L giá chỉ 3,9  TL",2,Quận Ba,"3,9 ",118,33,nhà ở
Hẻm 3m sổ hồng dsh 2 tầng 1  nhĩnh Huỳnh Tấn Phát Nhà Bè,2,Huyện Nhà Bè,"1,37 ",56,25,nhà ở
"Hẻm 3m, số 2/15/3 Tú mỡ, P7, Q.GV gần trường ĐH Công nghiệp 4",2,Quận Gò Vấp,"1,595",160,10,nhà ở
Hẻm 4m Bình Long 8x4 nhà c4 hẻm sạch sẽ,2,Quận Tân Phú,"2,75 ",89,31,nhà ở
"Hẻm 4m Trần Quang Khải Q1,nhà 3L+st cách MT chỉ 30m chỉ 6,3",4,Quận Nhất,"6,3 ",175,36,nhà ở
"hẻm 7m Nguyễn Thiện Thuật quận 3, dt 8x12m, trệt 2 lầu, gần chợ Bàn Cờ",4,Quận Ba,"16,5 ",192,86,nhà ở
"Hẻm 7m. Thành Thái. F14. Q10. DT: 8x18m.Vuông . CN: 130m. Giá 13,3 ",9,Quận Mười,"13,3 ",102,130,nhà ở
"Hẻm 8m.Lê Văn Sỹ. Q3.DT: 4,8x23m. Nở hậu. Kết cấu 3 tầng. Giá 14,3 ",6,Quận Ba,"14,3 ",124,115,nhà ở
HẺM CHUẢN 3.5M NGUYỄN THIỆN THUẬT QUẬN 3 - 5 TẦNG BTCT,4,Quận Ba,"6,2 ",172,36,nhà ở
"HẺM NHỰA 7M MINH PHỤNG, 4.1X20M, 3 TẦNG",4,Quận Sáu,8,98,82,nhà ở
"Hẻm Ô Tô, 60m2, Ngang 4.5m, 4 Lầu, Nguyễn Kiệm, P.3, Q. Gò Vấp",6,Quận Gò Vấp,"6,95 ",116,60,nhà ở
HẺM OTO - NGAY MẶT TIỀN XÔ VIẾT NGHỆ TĨNH - PHƯỜNG 21 - 2 TẦNG - 50m2,2,Quận Bình Thạnh,6,120,50,nhà ở
HẺM OTO 5M - 5m x 9m - NỞ HẬU 6M2 - 3  - 2 TẦNG BTCT,2,Quận Bình Tân,"3,8 ",84,45,nhà ở
HẺM OTO 6M ĐỔ CỬA - 46M2 - 3 TẦNG - 4  - CÁCH MT 30M,4,Quận Mười Một,"4,95 ",108,46,nhà ở
Hẻm oto Điện Biên Phủ gần Hutech nhỉnh 6 TL,3,Quận Bình Thạnh,"6,35 ",155,41,nhà ở
"Hẻm rộng, trước sân 6m, Cách Trường Sa 1 căn, Khu VIp ngay Lê Văn Sỹ",2,Quận Ba,"4,15 ",138,30,nhà ở
"Hẻm Tên Lửa DT 4x17 / 2 Lầu Nhà Mới, Đường 6m Oto Để Trong Nhà",3,Quận Bình Tân,"7,5 ",108,69,nhà ở
"Hẻm thông đẹp Bùi Đình Tuý, 4 x 20m 75m2, 3 tầng, Giá 8.5 ",3,Quận Bình Thạnh,"8,5 ",113,75,nhà ở
HẺM VIP ĐẶNG VĂN NGỮ NHÀ 3 TẦNG - 72m2 CHỈ 10.5  TL,4,Quận Phú Nhuận,"10,5 ",146,72,nhà ở
"Hẻm VIP Hoa Sữa, khu ẩm thực Phan Xích Long",4,Quận Phú Nhuận,10,167,60,nhà ở
Hẽm Xe Hơi gần chợ và trường học (4 5 WC) thích hợp cho đại gia đình,4,Quận Bình Tân,"5,48 ",110,50,nhà ở
Hẻm xe hơi Mạc Đĩnh Chi - Nhà 2 mặt hẻm trước sau - Hiếm,4,Quận Nhất,16,318,50,nhà ở
Hẻm xe hơi Nguyễn thái sơn gò vấp,2,Quận Gò Vấp,"3,25 ",93,35,nhà ở
Hẻm xe hơi Nguyễn Trãi Q.5. Nhà mới 5 tầng 5 phòng ngủ,5,Quận Năm,"9,3 ",233,40,nhà ở
Hẻm xe hơi Nguyễn Văn Lượng p17 Gò vấp,2,Quận Gò Vấp,4,69,58,nhà ở
"Hẻm xe hơi nhà mới , Quang Trung Gò Vấp",2,Quận Gò Vấp,"3,85 ",96,40,nhà ở
Hẻm Xe Hơi Thông 3/2 - Minh Phụng Nhà Đẹp,4,Quận Mười Một,"6,9 ",150,46,nhà ở
HẺM XE HƠI VÀO NHÀ- 4 x 11- NỞ HẬU- 2 MẶT TIỀN TRƯỚC SAU- HOÀN CÔNG ĐỦ,2,Quận Mười Một,"7,4 ",140,53,nhà ở
"HẺM XE TẢI SÁT MT PHẠM VĂN CHÍ, Q6 - 3 TẦNG - 4x11 - H/công",4,Quận Sáu,"6,65 ",151,44,nhà ở
"HH 1%. Bán Nhà 5 Tầng Mới, 3 MT Hẻm 3m Thông Thoáng Trần Khắc Chân, Q1",4,Quận Nhất,"5,2 ",193,27,nhà ở
Hh1% BÁN NHÀ 1 LẦU BTCT MỚI XÂY Ở LIỀN QUẬN 11,2,Quận Mười Một,"2,95 ",118,25,nhà ở
"Hiếm bán nhà 41m2 quận 7 giá chỉ  2,9 ",2,Quận Bảy,"2,9 ",81,36,nhà ở
HIẾM CÓ KHÓ TÌM! Bán gấp nhà 2 tầng 60m2 - Tương lai ra mặt tiền 20m,2,Quận Bình Thạnh,"5,59 ",93,60,nhà ở
HIẾM CÓ NHÀ 5 TẦNG KHU BÊN SÔNG – ÔTÔ NGỦ TRONG SÂN,4,Thành Phố Thủ Đức,"9,5 ",104,91,nhà ở
"Hiếm hẻm xe tải Ba Tháng Hai, Quận 10, 55m2, 3 tầng, chỉ 8.7 ",4,Quận Mười,"8,7 ",158,55,nhà ở
HIẾM LÊ QUANG ĐỊNH BÌNH THẠNH HXH  46.2M 4.8X10M 4TẦNG 5 7.5 ,4,Quận Bình Thạnh,"7,5 ",163,46,nhà ở
"HIẾM, MẶT TIỀN TÂN PHÚ, 2 TẦNG, NGANG 5M BỀ THẾ, 70M2, NHỈNH 6",2,Quận Tân Phú,"6,45 ",92,70,nhà ở
"HIỂM, NHÀ HXH 8M, 16/ NGUYỄN THIỆN THUẬT, 3,7X12, CN 45M2",2,Quận Ba,"10,9 ",242,45,nhà ở
"Hiếm,3 2WC có HĐMB full hết 7,1 ,Golden Mansion 105m2 view QK7",3,Quận Phú Nhuận,"7,1 ",68,105,chung cư / căn hộ
Hiếm:Nhà mặt tiền nhựa kinh doanh buôn bán đường số131 thông Tỉnh lộ15,2,Huyện Củ Chi,"2,25 ",21,108,nhà ở
Hiệp Bình Chánh Thủ Đức 5 x16 Ngay Gigamall,4,Thành Phố Thủ Đức,"6,5 ",81,80,nhà ở
HỒ THỊ KỶ #QUẬN10 DT 53M2  NỞ HẬU HẺM XE HƠI 5 TẦNG BTCT ZÁ 11 TY NHỈN,4,Quận Mười,"11,5 ",217,53,nhà ở
Hoa Hồng 100 triệu HXH Trần Khắc Chân 7.68  tl,3,Quận Nhất,"7,68 ",192,40,nhà ở
"Hoa hồng 60 triệu Gần Mặt Tiền 5,3VS 4.98  tl",5,Quận Gò Vấp,"4,98 ",125,40,nhà ở
Hoàng Hoa Thám BÌNH THẠNH- mới tinh ở liền- 4.8  còn thương lượng,3,Quận Bình Thạnh,"4,8 ",240,20,nhà ở
HOÀNG VĂN THỤ - GẦN LĂNG CHA CẢ - 30M2 - NHỈNH 2 ,2,Quận Tân Bình,"2,99 ",100,30,nhà ở
HOMESTAY 2 Mặt Trần Hưng Đạo Quận 1 30m2 4Tầng 4.7  TL,3,Quận Nhất,"4,7 ",157,30,nhà ở
HOMESTAY PHỐ TÂY BÙI VIỆN Q.1 - THU NHẬP 240TR/NĂM - CHỈ NHỈNH 5TY,6,Quận Nhất,"5,7 ",163,35,nhà ở
Hot ❤️‍🔥 Hot❤️‍🔥 Hot❤️‍🔥 MT Hoàng Diệu P6 Q4 30 ,5,Quận Tư,29,403,72,nhà ở
"Hót Hót Bán Nhà Ngày Cạnh Mặt Tiền Lâm Thị Hố, Nhà Mới Full Nội Thất,",3,Quận Mười Hai,"4,05 ",92,44,nhà ở
"HOT NHẤT QUẬN 7 - NHÀ  3TẦNG - NGANG 6.5M, NHỈNH 7 ",3,Quận Bảy,"7,9 ",77,103,nhà ở
HOT 🤩 Chưa đến 2  để mua nhà 2  hẻm ô tô né nhau khu Lê Văn Quới.,2,Quận Bình Tân,"1,95 ",122,16,nhà ở
HOT! BÁN NHÀ ĐƯỜNG TRẦN XUÂN SOẠN THÔNG RA LOTTE QUẬN 7,5,Quận Bảy,"7,25 ",123,59,nhà ở
Hot! Giá cực kỳ tốt! Thời điểm vàng để chọn mái ấm an cư! 2 từ 1.9,2,Quận Tân Bình,"1,9 ",29,65,chung cư / căn hộ
"HOT! NHÀ MẶT TIỀN Q4, 6 TẦNG, 7, ĐỐI DIỆN CÔNG VIÊN NHỎ, HĐT 45TR",7,Quận Tư,"12,5 ",207,61,nhà ở
"HQC Hóc Môn 50m² 2, 1WC",2,Huyện Hóc Môn,"0,95",19,50,chung cư / căn hộ
HQC Hóc Môn 53m² 2,2,Huyện Hóc Môn,"0,95",18,53,chung cư / căn hộ
"HQC HÓC MÔN BÁN CĂN 2,1WC GIÁ 960 TRIỆU 53M2",2,Huyện Hóc Môn,"0,96",18,53,chung cư / căn hộ
"HXH 3 tầng BTCT 4  4WC 63m2(6x11.2m) nhà mới Âu Cơ,p14, quận 11",4,Quận Mười Một,"8,5 ",135,63,nhà ở
HXH 5M - DÒNG TIỀN ỔN ĐỊNH - NGAY GA METRO TRƯỜNG THỌ - 53M2 - 4T5TL,2,Thành Phố Thủ Đức,"4,5 ",85,53,nhà ở
HXH 6M KHU CƯ XÁHẢI Q10 – 3.8X8M – Ô TÔ NHỦ TRONG NHÀ,2,Quận Mười,6,194,31,nhà ở
HXH Hoàng Văn Thụ P.4 Q.TB 4.6x17 T 4L ST sân thượng  Giá 15.5 TL,6,Quận Tân Bình,"15,5 ",221,70,nhà ở
"HXH thẳng tấp Trần Khánh Dư Q1,nhà 4lầu 4x10m giá chỉ 7,6  TL",4,Quận Nhất,"7,6 ",190,40,nhà ở
"HXH THÔNG TRƯƠNG THỊ HOA , 66M2 , NGANG 6 , SHR , CHỈ 3  990 TL",2,Quận Mười Hai,"3,99 ",60,66,nhà ở
HXH Tô Hiến Thành – 7.8x23m – CN:149m2 – 3 tầng 16  TL.,5,Quận Mười,16,107,149,nhà ở
"HXH Trần Hữu Trang bán mini ngang 6m, hẻm 8m. có vườn hoa",8,Quận Phú Nhuận,"13,8 ",216,64,nhà ở
HXH VÀO NHÀ-Ở NGAY-83M2-3TẦNG-3-4WC-NGUYỄN PHÚC CHU P15 TB-HƠN 8TL,3,Quận Tân Bình,"8,5 ",102,83,nhà ở
"HXH Vĩnh Viễn, phường 4, Quận 10, DT 44m2, 3 tầng, giá 7  8",3,Quận Mười,"7,8 ",177,44,nhà ở
Hxh_ Bình Thạnh_ 2 Tầng_ 26m2 chỉ 3ty2,2,Quận Bình Thạnh,"3,2 ",123,26,nhà ở
HXH-P8-TÂN BÌNH-GẦN LÝ THƯỜNG KIỆT-3TẦNG-67M2-CHỈ 7.3T.,5,Quận Tân Bình,"7,3 ",109,67,nhà ở
"Kẹt ngân hàng bán nhà HXH 5m Võ Văn Kiệt -Nguyễn Văn Đừng, P6,Quận 5.",3,Quận Năm,"7,7 ",160,48,nhà ở
Kẹt tiền bán căn hộ THE MANOR 99m2 2-2WC giá 1ty830 SỔ HỒNG VIEW ĐEP,2,Quận Bình Thạnh,"1,83 ",92,20,chung cư / căn hộ
Kẹt Tiền Bán Căn Nhà Mặt Tiền Đường Nhựa 750 Triệu Sổ Hồng Riêng.,2,Huyện Củ Chi,"0,75",38,20,nhà ở
KẸT TIỀN BÁN DÃY NHÀ TRỌ 180m2 TẠI TPHCM,10,Huyện Bình Chánh,"1,86 ",12,160,nhà ở
kẹt tiền bán gấp,4,Huyện Bình Chánh,"1,499",13,120,nhà ở
"KẸT TIỀN BÁN GẤP CHUNG CƯ PHÚ THỌ, 70M2, 2 1WC, NHÀ TRỐNG, CÓ SỔ",2,Quận Mười Một,"3,28 ",47,70,chung cư / căn hộ
"Kẹt tiền bán gấp để trả nợ ngân hàng -Mặt tiền đường Tân Hưng,P.12,Q.5",4,Quận Năm,"15,8 ",258,61,nhà ở
"Kẹt tiền bán gấp nhà cấp 4 , Bình Mỹ , Củ Chi, 75m2, SHR, 1,25 ",2,Huyện Củ Chi,"1,25 ",17,75,nhà ở
"Kẹt tiền bán gấp nhà ở Tân Kiên, Bình Chánh 96,4m2 giá 990tr",3,Huyện Bình Chánh,"0,99",10,96,nhà ở
Kẹt tiền bán gấp nhà thuộc p4 q8 ngay chợ phạm thế hiển kết cấu nhà,4,Quận Tám,"7,68 ",115,67,nhà ở
"Kẹt tiền bán nhà 4 tầng khu chợ vải 62M2, 11 phòng thuê 20tr/ tháng",10,Quận Tân Phú,"5,25 ",85,62,nhà ở
"Kẹt tiền bán nhà 44m2 đường Trần Tuấn Khải, Q.5, SHR, gần chợ Hòa Bình",4,Quận Năm,"3,85 ",88,44,nhà ở
"Kẹt tiền bán nhà Phùng Văn Cung, P4, . Giá 336/ 70.4m2",5,Quận Phú Nhuận,"3,36 ",168,20,nhà ở
Kẹt tiền bán nhà tại Quang Trung Phường 12 Gò Vấp  Giá 3  780,3,Quận Gò Vấp,"3,78 ",76,50,nhà ở
"KẸT TIỀN BÁN NHANH! KINGDOM 101 - 2 2WC VIEW THOÁNG ĐẸP GIÁ 5,5 ",2,Quận Mười,"5,5 ",76,72,chung cư / căn hộ
"KẸT TIỀN BÁN NHANH! KINGDOM 101 - 2 2WC VIEW THOÁNG ĐẸP GIÁ 5,5 ",2,Quận Mười,"5,5 ",76,72,chung cư / căn hộ
Kẹt tiền cần bán nhà mặc tiền nhựa Bình Chánh sổ Hồng Riêng,3,Huyện Bình Chánh,"1,15 ",12,100,nhà ở
Kẹt Tiền Xoay Vốn Bán Gấp Căn Hộ City Garden.Q Bình Thạnh,2,Quận Bình Thạnh,"1,68 ",16,104,chung cư / căn hộ
"Kẹt vốn bán nhà Bình Phú, p.11, Quận 6. Giá 2,65 /44m2, HXH rộng",2,Quận Sáu,"2,65 ",133,20,nhà ở
"Kẹt vốn cần bán nhà đường số khu tên lữa 4z20m 3.5 tấm, giá 9.2 ",4,Quận Bình Tân,"9,2 ",115,80,nhà ở
Khải Hoàn Prime- Căn Hộ Resort Liền Kề Phú Mỹ Hưng.,1,Huyện Nhà Bè,"2,3 ",50,46,chung cư / căn hộ
Kho căn hộ C/cư giá rẻ ở liền Q11-TBình-TPhú 2  từ 2 khách tìm mua,2,Quận Mười Một,2,33,60,chung cư / căn hộ
khong có sp t2 HXT Dương Quảng Hàm 6.8x16m. CN: 100m2 giá 8.79  TL,6,Quận Gò Vấp,"8,79 ",81,109,nhà ở
Không người quản lý cần bán CH Park Legend ( đang cho thuê 18T/T),2,Quận Tân Bình,6,85,71,chung cư / căn hộ
KHU ẨM THỰC Q6 - ĐƯỜNG SỐ 2 - CHỦ THIỆN CHÍ - GIÁ BÁN 10  200 TRIỆU,4,Quận Sáu,"10,2 ",128,80,nhà ở
KhuHải DT 3x7 Trệt 4 Lầu Sổ hoàn công_dưới 3 ,3,Quận Tân Bình,"2,95 ",140,21,nhà ở
Khu Công Nghiệp Tân Phú Trung bán nhanh dãy trọ gia đình SHR 790triệu,5,Huyện Củ Chi,"0,79",26,30,nhà ở
khu cư xá trần quang diệu Q3,7,Quận Ba,"19,5 ",325,60,nhà ở
khu cư xá trần quang diệu Q3,7,Quận Ba,"19,5 ",325,60,nhà ở
"Khu nhà cao tầng DT. 4x19m cấp 4 ,hẻm xe tải .tiện xây siêu phẩm",2,Quận Gò Vấp,"5,6 ",74,76,nhà ở
Khu Nội Bộ - Thích Quảng Đức - Phú Nhuận sát Xe Tải .,6,Quận Phú Nhuận,"5,65 ",128,44,nhà ở
KHU PHÂN LÔ - VIP LẠC LONG QUÂN 👉 Hẻm 8m XE TẢI - 59m2 ( 4.2 x 15.5m),4,Quận Mười Một,"8,999",150,60,nhà ở
"KHU PHÂN LÔ ĐỒNG BỘ, SÁT NGAY MẶT TIỀN QUẬN 1, 4 TẤM NGAG 4M AN CƯ O.K",3,Quận Nhất,"7,5 ",234,32,nhà ở
KHU PHÂN LÔ VIP 55 TÂY LÂN - 2 TẦNG 4X14M HẺM 8M GIÁP HL2 CHỈ 4.2 ,2,Quận Bình Tân,"4,2 ",75,56,nhà ở
Khu Phan Xích Long Cầm Bá Thước P7 Phú Nhuận thu nhập 20tr/tháng,6,Quận Phú Nhuận,"5,88 ",125,47,nhà ở
KHU PHỐ ẨM THỰC HÀ TÔN QUYỀN 3 LẦU.3.2WC.GIÁ 3 TY880,3,Quận Mười Một,"3,88 ",228,17,nhà ở
Khu VípHải -  4 Tầng - Hẻm Thông Kinh Doanh - Sát Công Viên,3,Quận Mười,"4,95 ",236,21,nhà ở
Khu vip đào tông nguyên. hxh 10m nhà 4 tầng tặng nội thất cao cấp,4,Huyện Nhà Bè,"7,8 ",108,72,nhà ở
"KHU VIP HÀNH CHÍNH, KHAN HIẾM  CHỈ TỒN TẠI 1 CĂN TRONG TẦM GIÁ ]   SIÊ",3,Quận Tư,"5,99 ",113,53,nhà ở
KHU VIP QUẬN 10 - NGAY TÔ HIẾN THÀNH - 44M2,6,Quận Mười,"8,5 ",193,44,nhà ở
Khuôn đất giá tốt - Hẻm xe hơi Nguyễn Thái Sơn ( chưa tới 100tr/m2 ),5,Quận Gò Vấp,"15,5 ",92,168,nhà ở
Làm việc với Chủ Đầu Tư Terra Royal Q3 chỉ 35/66m2 Shr View Hồ bơi,2,Quận Ba,"3,5 ",53,66,chung cư / căn hộ
LÊ TRỌNG TẤN - XE HƠI NGỦ TRONG NHÀ - 60M2 - 4  - 2 TẦNG BTCT,4,Quận Tân Phú,"5,55 ",93,60,nhà ở
"LÊN SÓNG NHÀ LÊ CÔNG KIỀU, P.NGUYỄN THÁI BÌNH, QUẬN 1-GIÁ:5790/56M2",4,Quận Nhất,"5,79 ",104,56,nhà ở
Li Dị Bán CH CC Masteri Millennium-Q4-1  890Tr-77m2 SHR- view thoáng,2,Quận Tư,"1,89 ",25,77,chung cư / căn hộ
LÔ GÓC 2 MT XE HƠI VÔ NHÀ.91M2.4TẦNG. NGANG 6.6M. 5.8. PHƯỚC KIỂN.,4,Huyện Nhà Bè,"5,8 ",64,91,nhà ở
Lô góc gần mặt tiền đường 3 lầu 4 3wc trần hưng đạo p7q5,4,Quận Năm,"6,88 ",176,39,nhà ở
LÔ GÓC HAI MẶT TIỀN XE TĂNG - 60M2 X 4 TẦNG BTCT - TRUNG TÂM LINH ĐÔNG,3,Thành Phố Thủ Đức,"5,7 ",95,60,nhà ở
lô góc mặt bằng cho thuê và 10 phòng trọ 80m2- ko lộ giới.,10,Quận Bình Tân,"6,8 ",85,80,nhà ở
LÔ NHÌ CÁCH MẶT TIỀN HOÀNG DIỆU 5  CĂN - KHU KINH DOANH ĐA NGÀNH NGHỀ,6,Quận Tư,"17,9 ",170,105,nhà ở
"Lỗ vốn bán nhà mới gần chợ Bình Triệu 4,5x15  phường Hiệp Bình Chánh",3,Thành Phố Thủ Đức,"7,5 ",125,60,nhà ở
"LOẠI 11WC 2.2 Ở Q7 RIVERSIDE, VÀ CĂN 22WC 2.7  CẦN BÁN",1,Quận Bảy,"2,2 ",42,53,chung cư / căn hộ
"MẶT TIỀN 70m2 PHẠM THẾ HIỂN, KINH DOANH SẦM UẤT , QUẬN 8, CHỈ 10,6 ",3,Quận Tám,"10,6 ",151,70,nhà ở
"Mặt tiền 7m 150.7m2 5,2  796/ Nguyễn Bình, Nhơn Đức Nhà Bè",2,Huyện Nhà Bè,"5,2 ",35,150,nhà ở
Mặt tiền 805 Lê Đức Thọ. P16. Gò Vấp,2,Quận Gò Vấp,"5,6 ",145,39,nhà ở
Mặt tiền Âu Cơ Q11 ngay vòng xoay Lê Đại Hành dtích 90m2đúc 4 tầng 6,6,Quận Mười Một,"23,5 ",263,90,nhà ở
Mặt tiền bình phú 1 ! P11 Q6,5,Quận Sáu,"12,3 ",183,67,nhà ở
"MẶT TIỀN CHỢ HHT+  TRƯỜNG CHINH+ ĐƯƠNG CỘNG HÒA ,KINH DOANH SẦM UẤT",6,Quận Tân Bình,32,168,191,nhà ở
"MẶT TIỀN CƯ XÁ PHÚ LÂM A, GẦN VÒNG XOAY PHÚ LÂM, 80M2 CHỈ 10  5",4,Quận Sáu,"10,5 ",131,80,nhà ở
"Mặt tiền Đường 3 Tháng 2, Q11, 5 tầng 4x17m",6,Quận Mười Một,17,243,70,nhà ở
"Mặt tiền đường Chợ Lớn , khu dân cư đông đúc, 4 tầng",5,Quận Sáu,12,165,73,nhà ở
"MẶT TIỀN ĐƯỜNG D16, 5x19m, 4 TẦNG, THÔNG NHIỀU NGÃ, 14  NHỈNH ÍT",4,Quận Tân Phú,"14,3 ",152,94,nhà ở
"Mặt tiền đường Nguyễn Hiền (4 tầng; 5,2mx10,5m). Giá 18 ",3,Quận Ba,18,327,55,nhà ở
"Mặt tiền đường nhựa X.Xuân Thới Sơn,Bán nhà 2 tầng,DT: 5 x 19 (nở hậu)",3,Huyện Hóc Môn,"5,3 ",52,103,nhà ở
"Mặt tiền đường nội bộ Hồng Bàng, P.9, 5x35m, 1 lầu",4,Quận Sáu,"17,5 ",104,169,nhà ở
"Mặt Tiền Đường Số - Chợ Tân Mỹ - 120m2 - 25  Nhỉnh - Tân Phú, Quận 7",4,Quận Bảy,"25,5 ",213,120,nhà ở
"MẶT TIỀN GIÁ HẺM CHỈ ""164TR/M2""! Bán gấp nhà 2 tầng 140m2 Lê Tấn Quốc",3,Quận Tân Bình,"22,99 ",164,140,nhà ở
Mặt tiền Gò Ô Môi - Huỳnh Tấn Phát 8x28 TLCC 19ty,1,Quận Bảy,19,119,159,nhà ở
"Mặt tiền hẻm 8m cao lỗ kdmb 28m2 chỉ 2,6 ",2,Quận Tám,"2,6 ",93,28,nhà ở
"MẶT TIỀN HẺM KINH DOANH NGUYỄN ĐÌNH CHÍNH-BỀ NGANG 7,5M-3 TẦNG-5,98 ",2,Quận Phú Nhuận,"5,98 ",199,30,nhà ở
Mặt tiền khu dân cư bình hưng đối diện bến xe quận 8,4,Huyện Bình Chánh,"7,5 ",104,72,nhà ở
MẶT TIỀN KINH DOANH 12M - KHU PHÂN LÔ VIP QUẬN 6 - 76m2 - CHỈ 8.8 ,3,Quận Sáu,"8,8 ",116,76,nhà ở
"Mặt Tiền kinh doanh An Dương Vương .Q6  100m2 , 4 lầ, đẹp chỉ 14,5 ",6,Quận Sáu,"14,5 ",145,100,nhà ở
MẶT TIỀN KINH DOANH CƯ XÁ ĐÀI RA ĐA 3 TẦNG 74m2 CHỈ 11  TL,4,Quận Sáu,11,149,74,nhà ở
Mặt Tiền Kinh Doanh Đường 100 Bình Thới,2,Quận Mười Một,"7,3 ",201,36,nhà ở
Mặt tiền kinh doanh đường Dương Bá Trạc P1 Q8,4,Quận Tám,"13,5 ",270,50,nhà ở
Mặt tiền kinh doanh đường Nguyễn Văn Của P13 Q8,3,Quận Tám,"16,3 ",181,90,nhà ở
Mặt tiền kinh doanh Huỳnh Văn Bánh 8 ,3,Quận Phú Nhuận,8,276,29,nhà ở
Mặt tiền kinh doanh KDC Bình Phú - 7x20m - 2 Lầu sân thượng,4,Quận Sáu,23,164,140,nhà ở
MẶT TIỀN KINH DOANH NHÀ ĐẸP 4 TẦNG 5 60M2 - NGỘP BANK,5,Quận Tân Phú,9,150,60,nhà ở
"Mặt tiền kinh doanh Phan Tây Hồ p7 Phú Nhuận , căn góc chỉ 13,5 ",4,Quận Phú Nhuận,"13,5 ",254,53,nhà ở
Mặt Tiền Kinh Doanh Sầm Uất Ngày Đêm,2,Quận Mười Một,"7,3 ",203,36,nhà ở
"Mặt Tiền Kinh Doanh, Mặt Tiền DT 10 x 24, Ngay TX25 Đang Mở Đường 30m.",4,Quận Mười Hai,"13,8 ",63,218,nhà ở
mặt tiền lê thiệt căn góc thu nhập cao,10,Quận Tân Phú,25,160,156,nhà ở
