Tiêu đề,Số phòng ,Vị trí,Giá ,Giá / Diện tích,Diện tích,Loại hình
Chính chủ bán CC An Trạch - Cát Linh - Đống Đa,2,Quận Hà Đông ,"1,96 ",39,50,chung cư / căn hộ
CHÍNH CHỦ BÁN CHUNG CƯ H2 THÁI HÀ - CHÙA BỘC 1-2P NGỦ FULL ĐỒ - Ở NGAY,2,Quận Đống Đa,"0,975",18,53,chung cư / căn hộ
CHÍNH CHỦ BÁN CHUNG CƯ H2 THÁI HÀ - CHÙA BỘC 1-2P NGỦ FULL ĐỒ - Ở NGAY,2,Quận Hà Đông ,"0,975",18,53,chung cư / căn hộ
Chính chủ bán gấp căn góc 2 ngủ trục hoa hậu giá rẻ nhất Goldmark City,2,Quận Bắc Từ Liêm,"5,2 ",60,86,chung cư / căn hộ
Chính chủ BÁN GẤP căn hộ Green Iconic 110m2,3,Quận Long Biên,"8,25 ",75,110,chung cư / căn hộ
"Chính chủ Bán gấp nhà 36,5m2 x 3 tầng ôtô đỗ cửa  La Hoài Đức",3,Huyện Hoài Đức,"3,6 ",99,36,nhà ở
Chính Chủ bán gấp nhà 4T Đồng Nhân  giá  2ty88-OtÔ Cạnh nhà -sổ riêng,4,Huyện Hoài Đức,"2,88 ",93,31,nhà ở
CHÍNH CHỦ BÁN GẤP NHÀ CẤP 4-ÔTÔ-52M2-5 580TR-NHẬT TẢO-AN DƯƠNG VƯƠNG,2,Quận Bắc Từ Liêm,"5,58 ",107,52,nhà ở
CHÍNH CHỦ BÁN GẤP NHÀ MẶT PHỐ CỔ ĐIỂN A,3,Huyện Thanh Trì,"8,5 ",243,35,nhà ở
"Chính chủ bán liền kề B14 - 1x, trục chính dự án Cienco 5 Tân Lập",5,Huyện Đan Phượng,7,100,70,nhà ở
"CHÍNH CHỦ BÁN NHÀ 300 PHỐ  DƯ HOÀNG MAI,DT31M2 XÂY 5 TẦNG,MT4,1M",3,Quận Hoàng Mai,"5,13 ",160,32,nhà ở
"CHÍNH CHỦ BÁN NHÀ 4 TẦNG - TÂN MAI - DT 22m/ MT 3,25m - 2,65 ",3,Quận Hoàng Mai,"2,65 ",120,22,nhà ở
Chính chủ bán nhà 4 tầng chợ bích hoà,4,Huyện Thanh Oai,"4,2 ",118,36,nhà ở
"chính chủ bán nhà 40m2 x 4 tầng ,full nội thất ngõ 206 cổ linh",3,Quận Long Biên,"6,25 ",156,40,nhà ở
CHÍNH CHỦ BÁN NHÀ CĂN GÓC LIỀN KỀ 26M MẶT TIỀN KĐT GELEXIMCO HÀ ,4,Quận Hà Đông ,42,292,144,nhà ở
CHÍNH CHỦ BÁN NHÀ CẦU ĐẤT - HOÀN KIẾM,3,Quận Hoàn Kiếm,"3,62 ",213,17,nhà ở
Chính chủ bán nhà Cầu Giấy 55m 10  ngõ ba gác,7,Quận Cầu Giấy,10,185,54,nhà ở
"CHÍNH CHỦ BÁN NHÀ ĐẠI ÁNG, THANH TRÌ - 3 TẦNG - KINH DOANH",3,Huyện Thanh Trì,"6,2 ",84,74,nhà ở
"CHÍNH CHỦ BÁN NHÀ ĐẠI TỪ - LINH ĐÀM. DT 42M x 5T. GIÁ 6,6 .",6,Quận Hoàng Mai,"6,6 ",157,42,nhà ở
Chính chủ bán Nhà đẹp đón tết Mỹ Đình 54m 5T Ngõ 3m an ninh tốt.,5,Quận Nam Từ Liêm,"6,45 ",119,54,nhà ở
Chính chủ Bán nhà dịch vọng 40/42m* 5 tầng-Ô Tô đỗ,4,Quận Cầu Giấy,"10,5 ",263,40,nhà ở
Chính chủ Bán nhà Hiếm Nhà Bán phố Hai Bà Trưng,2,Quận Hoàn Kiếm,"6,35 ",397,16,nhà ở
"CHÍNH CHỦ BÁN NHÀ KHƯƠNG ĐÌNH 47M2*5 TẦNG, 6 NGỦ GIÁ 7,1",6,Quận Thanh Xuân,"7,1 ",151,47,nhà ở
"CHÍNH CHỦ BÁN NHÀ LÔ GÓC 40M TỔ 13 YÊN NGHĨA, HÀ  FULL NỘI THẤT",5,Quận Hà Đông ,"4,95 ",124,40,nhà ở
"Chính Chủ bán nhà lô góc Phố Thái Thịnh, dân xây kiên cố, sẵn ở",3,Quận Đống Đa,"4,7 ",270,17,nhà ở
Chính chủ bán nhà mặt ngõ 113 Nguyễn An Ninh,3,Quận Hoàng Mai,"10,85 ",195,56,nhà ở
CHÍNH CHỦ BÁN NHÀ MỚI ĐÓN TẾT- NHÀ GIÁP PHỐ TÔN ĐỨC THẮNG- KINH DOANH,3,Quận Đống Đa,"7,686",240,32,nhà ở
CHÍNH CHỦ BÁN NHÀ MỚI ĐÓN TẾT- NHÀ GIÁP PHỐ TÔN ĐỨC THẮNG- KINH DOANH,3,Quận Đống Đa,"7,686",240,32,nhà ở
CHÍNH CHỦ BÁN NHÀ MỚI ĐÓN TẾT- NHÀ GIÁP PHỐ TÔN ĐỨC THẮNG- KINH DOANH,3,Quận Đống Đa,"7,686",240,32,nhà ở
"Chính Chủ Bán nhà Ngã Tư Sơn Đồng, Hoài Đức, Hà Nội",2,Huyện Hoài Đức,"1,75 ",78,23,nhà ở
"Chính chủ bán nhà ngõ 230 Định Công Thượng, 3 tầng 2 ngủ chỉ 1.7 ",2,Quận Hoàng Mai,"1,7 ",68,25,nhà ở
"Chính chủ bán nhà ngõ 42 Sài Đồng DT 45.8m2, 4,5 tầng giá 6.5 ",3,Quận Long Biên,"6,5 ",142,46,nhà ở
"Chính chủ bán nhà Ngọc Thuỵ. 45m2, 2 thoáng, Ôtô tránh, Giá 7.45 ",5,Quận Long Biên,"7,45 ",166,45,nhà ở
Chính chủ bán nhà phố cự lộc.2 mặt thoáng.30m ra MP nguyễn trãi (MTG),4,Quận Thanh Xuân,"5,8 ",153,38,nhà ở
chính chủ bán nhà phố dịch vọng nhà 4T cũ khung cột chắc chắn có thể,7,Quận Cầu Giấy,"13,5 ",175,77,nhà ở
CHÍNH chủ bán nhà phố NGUYỄN CHÁNH TRẦN DUY HƯNG phân Lô đường rộng 8m,6,Quận Cầu Giấy,"23,89 ",398,60,nhà ở
"CHÍNH CHỦ BÁN NHÀ PHƯƠNG CANH, DT 38M2 X 5 TẦNG.",6,Quận Nam Từ Liêm,"5,9 ",155,38,nhà ở
Chính chủ bán nhà riêng Hoàn Kiếm 43m,2,Quận Hoàn Kiếm,5,116,43,nhà ở
Chính chủ bán nhà SÂN VƯỜN phố NGỌC KHÁNH 40m ra ôtô tránh  4T 72m2 SD,4,Quận Ba Đình,"8,5 ",129,66,nhà ở
"Chính chủ bán nhà tầng 1 Bạch mai sổ 28 TT 60m giá 2.9 tỉ, ô tô đỗ cửa",2,Quận Hai Bà Trưng,"2,9 ",104,28,nhà ở
CHÍNH CHỦ BÁN NHÀ THANH AM THƯỢNG THANH 32m2 x MT 3.88m x 4 tầng,4,Quận Long Biên,"4,6 ",144,32,nhà ở
"Chính chủ bán nhà Tô Vĩnh Diện, 30m ra phố, ngõ 3m",6,Quận Thanh Xuân,"9,15 ",229,40,nhà ở
"Chính Chủ Bán Nhà Trích Sài ,Tây Hồ , Ô Tô ,Kinh Doanh , Mặt Hồ Hiếm N",3,Quận Tây Hồ,17,378,45,nhà ở
"Chính chủ bán nhà Vân Côn, Hoài Đức, Hà Nội 43m2x3 tầng full nội thất.",3,Huyện Hoài Đức,"2,95 ",69,43,nhà ở
"CHÍNH CHỦ BÁN NHÀ XÃ KHÁNH HÀ, THƯỜNG TÍN -3 TẦNG",3,Huyện Thường Tín,"3,6 ",73,49,nhà ở
chính chủ bán nhà xây đơn lập tại Trôi - Hoài Đức - ô tô vào,3,Huyện Đan Phượng,"4,7 ",138,34,nhà ở
"Chính chủ bán toà nhà mặt phố Cao Bá Quát, DT 420.5m2, MT 15m, xây 6 t",8,Quận Ba Đình,470,1119,420,nhà ở
chính chủ bán tt cơ yếu cp,2,Quận Đống Đa,"3,18 ",53,60,chung cư / căn hộ
chính chủ bán tt cơ yếu cp,2,Quận Hà Đông ,"3,18 ",53,60,chung cư / căn hộ
chính chủ bán tt h9 tx ,3,Quận Thanh Xuân,"3,18 ",40,80,chung cư / căn hộ
Chính chủ cần bán căn góc,3,Quận Nam Từ Liêm,"6,5 ",190,34,nhà ở
Chính chủ cần bán căn hộ 2 CC Việt Hưng giá chỉ 3,2,Quận Long Biên,"2,95 ",47,63,chung cư / căn hộ
"Chính chủ cần bán căn hộ chung cư, Bộ Công an",2,Quận Long Biên,2,29,70,chung cư / căn hộ
chính chủ cần bán căn lô góc view hồ gần TT Chúc Sơn-Chương Mỹ,3,Huyện Chương Mỹ,"2,55 ",82,31,nhà ở
"Chính chủ cần bán căn nhà trung tâm p Hồng Tiến, Long Biên, HN",3,Quận Long Biên,"9,3 ",150,62,nhà ở
CHÍNH CHỦ CẦN BÁN CĂN TẬP THỂ TẦNG 5 -  NGÕ 328 NGUYỄN TRÃI,2,Quận Thanh Xuân,"2,82 ",45,63,chung cư / căn hộ
Chính chủ cần bán đất hồng  anh tặng nhà 3 tầng mới dân xây,3,Huyện Đông Anh,"3,5 ",64,55,nhà ở
Chính chủ cần bán gấp,4,Quận Hai Bà Trưng,"12,5 ",227,55,nhà ở
CHÍNH CHỦ CẦN BÁN GẤP  CHUYỂN VÀO ,5,Quận Long Biên,14,268,52,nhà ở
CHÍNH CHỦ CẦN BÁN GẤP – LÔ GÓC – BÁT KHỐI - LONG BIÊN,3,Quận Long Biên,"5,2 ",168,31,nhà ở
"Chính chủ cần bán gấp căn hộ 115m toà CT1 Coma6 Tây Mỗ,  Từ Liêm",3,Quận Nam Từ Liêm,"5,2 ",45,115,chung cư / căn hộ
"Chính chủ cần bán gấp căn hộ cao cấp - Tòa FLC Lê Đức Thọ dt 153m,4",4,Quận Nam Từ Liêm,8,52,153,chung cư / căn hộ
"chính chủ cần bán gấp chung cư mini Phố Thượng Đình 45-52m2 , full đồ",2,Quận Thanh Xuân,"1,95 ",38,52,chung cư / căn hộ
"Chính chủ cần bán gấp nhà, khu DVKD Cầu Dừa, 58,9m2x2,5t, vừa ở vừa kd",2,Huyện Thường Tín,"5,6 ",95,59,nhà ở
Chính chủ cần bán nhà Hội Phụ,5,Huyện Đông Anh,"17,406",155,112,nhà ở
Chính chủ cần bán nhà mặt phố ôtô trung tâm  Dư,3,Huyện Gia Lâm,"5,95 ",132,45,nhà ở
"chính chủ cần bán nhà phố trần đăng ninh , thị trấn vân đình .",2,Huyện Ứng  Hòa,"0,063","0,64",99,nhà ở
Chính chủ cần bán nhà tập thể  Ngạc Từ Liêm HN,2,Quận Bắc Từ Liêm,"0,75",22,34,chung cư / căn hộ
"Chính chủ cần bán nhanh nhà, đất tại ngõ 31 Yên bái 2 phường Phố Huế,",2,Quận Hai Bà Trưng,87,395,221,nhà ở
Chính chủ cần tiền bán gấp mảnh đất  Việt Hùng.Tặng nhà 3 tầng mới đẹp,3,Huyện Đông Anh,5,52,97,nhà ở
chính chủ cắt lỗ căn 50m2- Chùa Bộc-ĐH Ngân Hàng- Tặng Full đồ mới,2,Quận Đống Đa,"1,26 ",25,50,chung cư / căn hộ
chính chủ cắt lỗ căn 50m2- Chùa Bộc-ĐH Ngân Hàng- Tặng Full đồ mới,2,Quận Hà Đông ,"1,26 ",25,50,chung cư / căn hộ
Chính Chủ Cho Con Đi Du Học Bán Gấp Căn 4 Tầng 34m2 Ngay Gần ĐH TDTT,3,Huyện Chương Mỹ,"2,25 ",64,35,nhà ở
"Chính chủ chuyển nhà cần bán căn 3.5  tầng, giá cả hợp lý, sổ trao tay",10,Huyện Quốc Oai,"3,3 ",80,41,nhà ở
Chính chủ em bán nhà 5 tầng đất dịch vụ Cầu Dừa - Thường Tín - Hà Nội,5,Huyện Thường Tín,"8,813",95,93,nhà ở
Chính chủ gửi bán căn góc 2 full đồ toà C2 dự án D’Capitale,2,Quận Cầu  Giấy,"4,15 ",69,60,chung cư / căn hộ
"CHÍNH CHỦ GƯI BÁN LIỀN KỀ KĐT PHÚ LƯƠNG,DT 65M-5-NHÀ ĐẸP LONG LANH.",5,Quận Hà Đông ,"14,8 ",228,65,nhà ở
Chính chủ gửi bán nhà la phù 2 mặt thoáng 38m 5 tầng. Ô tô đỗ gần,3,Huyện Hoài Đức,"3,8 ",100,38,nhà ở
"Chính chủ gửi bán nhà Mặt Phố Khuất Duy Tiến diện tích 121m , 9tầng",4,Quận Thanh Xuân,"88,6 ",732,121,nhà ở
"Chính chủ gửi bán nhà mặt phố Văn Cao diện tích 101m,10tầng ,",10,Quận Ba Đình,95,941,101,nhà ở
CHÍNH CHỦ GỬI BÁN TÒA NHÀ DÒNG TIỀN TẠI ĐƯỜNG BƯỞI giá cả thương lượng,10,Quận Ba Đình,13,325,40,chung cư / căn hộ
CHíNH CHỦ KẸT TiỀN TiỄN E Đi - NHÀ DÂN XÂY - VỊ TRí ĐẸP  - KHU VỰC HOÀ,3,Quận Hoàn Kiếm,"3,65 ",183,20,nhà ở
Chính chủ mình bán nhà xây mới 4 tầng full nội thất chỉ việc về ở  Tại,4,Huyện Thanh Oai,"2,8 ",84,33,nhà ở
Chính chủ mình bán nhà xây mới 4 tầng tại Thanh Oai - Hà Nội,4,Huyện Thanh Oai,3,90,33,nhà ở
Chính chủ nhờ bán nhà mới hoàn thiện ngay P Cự Khối giá 4450,3,Quận Long Biên,"4,45 ",139,32,nhà ở
CHÍNH CHỦ_BÁN CHUNG CƯ A1 XUÂN LA_VÕ CHÍ CÔNG_TÂY HỒ_FULL NỘI THẤT,2,Quận Tây Hồ,"0,8",15,52,chung cư / căn hộ
CHÍNH CHỦ_BÁN CHUNG CƯ A2 PHẠM NGỌC THẠCH_XÃ ĐÀN_ĐỐNG ĐA_CÓ SỔ HỒNG,2,Quận Đống Đa,"0,75",13,58,chung cư / căn hộ
CHÍNH CHỦ_BÁN CHUNG CƯ A2 PHẠM NGỌC THẠCH_XÃ ĐÀN_ĐỐNG ĐA_CÓ SỔ HỒNG,2,Quận Hà Đông ,"0,75",13,58,chung cư / căn hộ
CHÍNH CHỦ_BÁN CHUNG CƯ C1 NGUYỄN TRÃI_TRƯỜNG CHINH_NGÃ TƯ SỞ,2,Quận Thanh Xuân,"0,75",14,55,chung cư / căn hộ
CHÍNH CHỦ_BÁN CHUNG CƯ H1 THÁI HÀ_CHÙA BỘC_ĐỐNG ĐA_FULL ĐỒ,2,Quận Đống Đa,"0,75",14,55,chung cư / căn hộ
CHÍNH CHỦ_BÁN CHUNG CƯ H1 THÁI HÀ_CHÙA BỘC_ĐỐNG ĐA_FULL ĐỒ,2,Quận Hà Đông ,"0,75",14,55,chung cư / căn hộ
"Chớp thời cơ NGAY , nhà Kim Ngưu , 46m2 , chỉ 6,4  , gần ô tô",3,Quận Hai Bà Trưng,"6,4 ",139,46,nhà ở
CHỐT NHANH TRUNG TÂM QUẬN HOÀN KiẾM -MẶT PHỐ CỔ- Vị TRí ĐẮC ĐịA - VỈA,4,Quận Hoàn Kiếm,17,944,18,nhà ở
CHỦ BÀN GIAO NHÀ CHO KHÁCH THIỆN CHÍ  45 MÉT - 4 TẦNG - CHỈ HƠN 5  N,4,Quận Đống Đa,"5,65 ",126,45,nhà ở
Chủ cần bán Căn 5 tầng Vân Canh Hoài Đức,4,Huyện Hoài Đức,"4,05 ",131,31,nhà ở
Chủ cần tiền bán gấp mảnh đất dt 42m tặng nhà 3 tầng mới,3,Huyện Đông Anh,"3,4 ",81,42,nhà ở
"Chủ Ngộp - Bán gấp nhà 2ty190 -ngay UBND xã phụng châu,ngay chợ PHƯỢNG",3,Huyện Chương Mỹ,"2,19 ",63,35,nhà ở
"Chủ Ngộp Bank cần bán gấp ngay chợ Đại Thành, Diện tích rộng.",3,Huyện Quốc Oai,"2,72 ",57,48,nhà ở
"Chủ nhờ bán nhà dân xây Phố Huế, Hoàn Kiếm, 18m, 5T, 3, chỉ 3.69 .",3,Quận Hoàn Kiếm,"3,69 ",205,18,nhà ở
CHỦ TÌM NGƯỜI CÓ DUYÊN TRAO LẠI NHÀ 2 MẶT THOÁNG 60MÉT - 4 TẦNG,4,Quận Đống Đa,"7,19 ",120,60,nhà ở
"Chuẩn 100% ô tô đỗ cửa nhà 5 tầng 36m phố Nguyễn Công Hoan Giá 5,1 ",3,Quận Ba Đình,"5,1 ",142,36,nhà ở
"Chung cư 17T10 Trung Hoà Nhân Chính, nội thất cao cấp, ở ngay",2,Quận Cầu  Giấy,"5,3 ",68,78,chung cư / căn hộ
CHUNG CƯ CAO CẤP - NỘI THẤT XIN XÒ - CĂN GÓC HIẾM CÓ- VIEW HỒ ĐIỀU HÒA,3,Quận Thanh Xuân,"10,5 ",82,128,chung cư / căn hộ
"CHUNG CƯ CAO CẤP RICE CITY SÔNG HỒNG - NỘI THẤT CƠ BẢN - 3,5 ",2,Quận Long Biên,"3,5 ",50,70,chung cư / căn hộ
CHUNG CƯ CAO CẤP RICE CITY SÔNG HỒNG - NỘI THẤT CƠ BẢN - HỆ THỐNG ĐIỆN,2,Quận Long Biên,"3,5 ",50,70,chung cư / căn hộ
Chung cư Giang Văn Minh - Đội Cấn full nội thất cao cấp,1,Quận Ba Đình,"0,85",24,35,chung cư / căn hộ
Chung cư Green Park Lô Góc Tầng Cao 3 ngủ Nội Thất cao cấp sổ đẹp,3,Quận Long Biên,7,70,101,chung cư / căn hộ
"Chung cư Green Stars 66.8m2 2 ngủ , Thành Phố Giao Lưu,Phạm Văn Đồng",2,Quận Bắc Từ Liêm,"4,3 ",64,67,chung cư / căn hộ
Chung cư ia20 Ciputra 92m2 giá 4.5ty,3,Quận Bắc Từ Liêm,"0,049","0,53",92,chung cư / căn hộ
CHUNG CƯ KĐT TP GIAO LƯU 2N. 2VS. SĐCC 74M. FULL TIỆN ÍCH. DV CỰC RẺ,2,Quận Bắc Từ Liêm,"3,9 ",53,74,chung cư / căn hộ
CHUNG CƯ MINI - PHỐ GIẢNG VÕ - 40M2 - THOÁNH SÁNG -NỘI THẤT MỚI Ở LUÔN,1,Quận Ba Đình,"1,52 ",38,40,chung cư / căn hộ
Chung Cư Mini - Studio - Đống Đa - Xã Đàn - Chùa Bộc - Gần Phố -Thoáng,1,Quận Đống Đa,"1,35 ",45,30,chung cư / căn hộ
Chung Cư Mini - Studio - Đống Đa - Xã Đàn - Chùa Bộc - Gần Phố -Thoáng,1,Quận Hà Đông ,"1,35 ",45,30,chung cư / căn hộ
Chung cư mini Kim Chung 6 tầng thang máy ô tô tránh chỉ 8.3 ,8,Huyện Hoài Đức,"8,3 ",184,45,nhà ở
Chung cư mini Lê Đức Thọ  Từ Liêm 55m -7t - 11phòng -KD -Ô tô tránh,10,Quận Nam Từ Liêm,"15,1 ",275,55,nhà ở
Chung cư mini Tầng 2 - Xuân Đỉnh -52 m2 -PCCC Đầy đủ -Sổ Đỏ Phôi Riêng,2,Quận Bắc Từ Liêm,"1,75 ",34,52,chung cư / căn hộ
chung cư N01 yên hòa 80m 2 phong ngu,2,Quận Cầu  Giấy,"5,28 ",66,80,chung cư / căn hộ
"Chung cư N6A Nguyễn Thị Thập, Thanh Xuân 101m2, 3 ngủ, 4,98  lô góc",3,Quận Thanh Xuân,"4,98 ",49,101,chung cư / căn hộ
CHUNG CƯ NGOẠI GIAO ĐOÀN 80M*3 - FULL NỘI THẤT - Ở LUÔN - GIÁ 4.5,3,Quận Bắc Từ Liêm,"4,5 ",56,80,chung cư / căn hộ
"Chung cư Thành Phố Giao Lưu 87m2, 3 ngủ, tầng đẹp, 4  - SĐCC",3,Quận Cầu  Giấy,"4,65 ",53,87,chung cư / căn hộ
"CHUNG CƯ TP GIAO LƯU BẮC TỪ LIÊM 92M2, 3 NGỦ 2 VS GIÁ 4.65 ",3,Quận Bắc Từ Liêm,"4,65 ",49,95,chung cư / căn hộ
Chương Mỹ - Hà Nội. lh ***,3,Huyện Chương Mỹ,"5,3 ",20,259,nhà ở
"CHUYÊN CƠ 6 TẦNG, 40M2, FULL THANG MÁY, Ô TÔ–QUAN HOA, GIÁ CHỈ 14.99",4,Quận Cầu Giấy,"14,99 ",375,40,nhà ở
"Chuyển đổi cần bán nhau 3,5 tầng xây kiểu biệt thự.",6,Huyện Thanh Trì,17,193,88,nhà ở
Chuyển nơi rộng hơn gửi bán nhà Tổ 5 Yên Nghĩa/ ô tô lùi cửa 33m2x5T,3,Quận Hà Đông ,"4,92 ",149,33,nhà ở
CÓ 1 KHÔNG 2 TẠI THANH XUÂN - NGÕ 3M THOÁNG SÁNG - OTO ĐỖ CẠNH NHÀ,3,Quận Thanh Xuân,"7,95 ",199,40,nhà ở
"Có 1-0-2! Ngọc Khánh, ngõ thông Kinh doanh, hiếm, 2 p ra phố, full NT,",4,Quận Ba Đình,"8,25 ",196,42,nhà ở
Cơ Hội Vàng Để ở và Đầu Tư- Bán Nhà ngay ubnd Tân phú- đường Thông,3,Huyện Quốc Oai,"2,78 ",51,55,nhà ở
"Cổ Linh - Aeon, bán nhà mới 36m x5tg,mặt ngõ, Fadil vào nhà. Ở luôn",3,Quận Long Biên,"5,85 ",163,36,nhà ở
"CỔ NHUẾ - NHÀ ĐẸP NGÕ NÔNG , GẦN ĐƯỜNG Ô TÔ TRÁNH",10,Quận Bắc Từ Liêm,6,200,30,nhà ở
"Cổ Nhuế nhà mới 34 m2, lô góc thoáng sáng, ngõ rộng, gần đường Cổ Nhuế",3,Quận Bắc Từ Liêm,"6,25 ",182,34,nhà ở
"CỔ NHUẾ, CHỈ 8 , 6 TẦNG THANG MÁY - PHÂN LÔ/Ô TÔ TRÁNH - NHÀ XÂY MỚI",4,Quận Bắc Từ Liêm,"7,999",250,32,nhà ở
Cọc 100-500tr Sổ Đỏ Trao Tay 1 Ngôi Nhà Ấm Áp Chuẩn Bị Đón Năm Mới,3,Huyện Chương Mỹ,2,59,34,nhà ở
Cọc 500tr Sổ Đỏ Trao Tay Lô Góc Siêu Thoáng Đi Bộ Ra Chợ Gần QL6,3,Huyện Chương Mỹ,2,59,34,nhà ở
CỰC HIẾM-  9 - CÓ NHÀ VĂN QUÁN - VỈA HÈ Ô TÔ TRÁNH - NHÀ ĐẸP Ở NGAY,4,Quận Hà Đông ,"9,5 ",271,35,nhà ở
CỰC HIẾM - CHỈ 8  - SỞ HỮU NGAY NHÀ ĐẸP HÀ -5 TẦNG -Ô TÔ VÀO NHÀ,4,Quận Hà Đông ,"8,4 ",240,35,nhà ở
Cực hiếm - Mặt phố kinh doanh - vỉa hè 2m - ôtô tránh dừng đỗ ngày đêm,3,Quận Bắc Từ Liêm,10,120,83,nhà ở
Cực hiếm - Phân lô Thụy Phương - DT 38 cấp 4 - MT 4m - chỉ hơn 4 ,2,Quận Bắc Từ Liêm,4,105,38,nhà ở
"Cực Hiếm ! Bán nhà mặt ngõ,kinh doanh, oto An Dương Tây Hồ",3,Quận Tây Hồ,"1,95 ",54,36,nhà ở
"Cực Hiếm !Bán Nhà mặt phố,kinh doanh,ô tô Nguyễn Văn Giáp  Từ Liêm",3,Quận Nam Từ Liêm,"5,5 ",42,130,nhà ở
"Cực hiếm CCMN Khương Đình, Thanh Xuân 70m2, 2 ngủ, 3 WC, BC, Bếp",2,Quận Thanh Xuân,"3,15 ",45,70,chung cư / căn hộ
"CỰC HIẾM HOÀNG MAI-LÔ GÓC 2 THOÁNG-52M2-CHỈ 6,2",5,Quận Hoàng Mai,"6,2 ",119,52,nhà ở
"Cực hiếm Hoàng Văn Thái dân xây, ở ngay sổ vuông đét",2,Quận Thanh Xuân,"4,8 ",200,24,nhà ở
"Cực hiếm nhà cầu giấy ngõ ô tô thông kinh doanh,nhà mới,gần phố,hiếm",6,Quận Cầu Giấy,9,225,40,nhà ở
"CỰC HIẾM NHỈNH 2  CÓ CĂN HỘ 3 NGỦ, PHỐ TÂY KẾT, HAI BÀ TRƯNG, HN.",3,Quận Hai Bà Trưng,"2,35 ",25,93,chung cư / căn hộ
"Cực Hiếm Phân Khúc ! Thái Hà , 3gác qua - 20m ra oto . Nhà Đẹp ở ngay",3,Quận Đống Đa,"7,456",162,46,nhà ở
Cực Hiếm! 1 ngủ view bể bơi   2.45  toà S3 Vinhomes Smartcity,1,Quận Nam Từ Liêm,"2,45 ",72,34,chung cư / căn hộ
"Cực hiếm, Nhà Mai Dịch, Cầu Giấy, Dt 40m, 5 tầng, cực đẹp, chỉ 6 .",8,Quận Cầu Giấy,6,150,40,nhà ở
"CỰC HIẾM-BÁN NHÀ PHỐ NGUYỄN KHIẾT-HOÀN KIẾM-35M-2T-5,2M MT-CHỈ 3,1 ",2,Quận Hoàn Kiếm,"3,1 ",124,25,nhà ở
"CỰC HOT - BĐS Ở VÀ ĐẦU TƯ, BÁN NHÀ ĐẠI KIM, 70M2, 5 TẦNG, MT4.2M.",6,Quận Hoàng Mai,"11,2 ",160,70,nhà ở
CỰC HÓT HỒ TÙNG MẬU - NGÕ THÔNG KINH DOANH - Ô TÔ QUA NHÀ,6,Quận Cầu Giấy,"12,5 ",227,55,nhà ở
"Cực phẩm Đội Cấn, ngõ thông, ba gác tránh, nhà đẹp full, 40.5m2*3T",3,Quận Ba Đình,"5,65 ",140,41,nhà ở
"Cực phẩm giá rẻ! Xuân Đỉnh, ngõ thẳng tắp, 25m ô tô tránh,  41m2*4T",4,Quận Bắc Từ Liêm,"6,55 ",160,41,nhà ở
"CỰC PHẨM THUỴ KHUÊ TÂY HỒ 30M2, 4 TẦNG, 30M RA PHỐ GIÁ NHỈNH 5 ",2,Quận Tây Hồ,5,179,28,nhà ở
"Cực phẩm Xuân Đỉnh, Ngõ ô tô, 5 tầng DT 40m2 giá nhỉnh 6x ",3,Quận Bắc Từ Liêm,"6,2 ",155,40,nhà ở
Cực Rẻ trả 1  có nhà 4 tầng. Gần đường QL 6- ô tô cách nhà 100m.,3,Huyện Chương Mỹ,"2,38 ",79,30,nhà ở
"CỰC RẺ!!! 2.25  CÓ NGAY NHÀ 4 TẦNG, Ô TÔ ĐỖ CỬA CẠNH ĐH TD-TT",3,Huyện Chương Mỹ,"2,25 ",63,36,nhà ở
"Cực Rộng- Diện tích Đất 100m2 , xây 3 Tầng , nhà trữ L sân rộng",4,Huyện Quốc Oai,"3,8 ",58,66,nhà ở
CỰC VÍP - NHÀ MỚI- RỘNG - SÁNG - THANG MÁY - NỘI THẤT FULL - GIÁ 7 ,4,Quận Thanh Xuân,7,167,42,nhà ở
"CỰC VIP! Đào Tấn, phân lô, ngõ thông, gần oto, thang máy, 45mx 6T",4,Quận Ba Đình,"8,5 ",189,45,nhà ở
CỰC VIP-SIÊU PHẨM NHÀ MỚI PHỐ TRẠI CÁ 25m2 5.2 .,3,Quận Hai Bà Trưng,"5,2 ",208,25,nhà ở
Cùng Gia Đình Đón Xuân Trọn Vẹn Trong Ngôi Nhà Mơ Ước tại PhỤng Châu,4,Huyện Chương Mỹ,"2,45 ",66,37,nhà ở
DÂN XÂY TÂM HUYẾT- GẦN Ô TÔ- XUÂN ĐỈNH- CẠNH NGÕ RỘNG 2 Ô TÔ,3,Quận Bắc Từ Liêm,"6,499",151,43,nhà ở
"Dân xây! Nhà  Từ Liêm, Ô tô vào nhà, Nhà có lộc, Ở + KD,  34m*5T",3,Quận Nam Từ Liêm,"7,5 ",221,34,nhà ở
Dân xây_Bạch Mai_ 5 tầng_ngõ rộng thoáng_3.65 _***,3,Quận Hai Bà Trưng,"3,65 ",215,17,nhà ở
ĐẲNG CẤP AO SEN - 1 CĂN KINH DOANH ĐỈNH - 37/40m2 - 4 TẦNG - G.I.Á TỐT,3,Quận Hà Đông ,"12,5 ",313,40,nhà ở
Đất thị xã Sơn Tây 417m chỉ 5 sẵn nhà sân vườn Ô TÔ TRÁNH,4,Thị Xã Sơn Tây,5,12,417,nhà ở
